id_fermata,lat_fermata,lon_fermata,sequenza_fermate
006_0_A,38.11392,15.51106,98
006_0_A,38.11429,15.51095,97
006_0_A,38.11468,15.51088,96
006_0_A,38.11557,15.5111,95
006_0_A,38.11633,15.5114,94
006_0_A,38.11718,15.512,93
006_0_A,38.11821,15.51283,92
006_0_A,38.11912,15.51355,91
006_0_A,38.12004,15.51412,90
006_0_A,38.1218,15.5149,89
006_0_A,38.12222,15.51511,88
006_0_A,38.12257,15.51532,87
006_0_A,38.12275,15.51547,86
006_0_A,38.12302,15.51575,85
006_0_A,38.12332,15.51617,84
006_0_A,38.12369,15.51673,83
006_0_A,38.12381,15.5169,82
006_0_A,38.12388,15.51696,81
006_0_A,38.12411,15.51733,80
006_0_A,38.12435,15.51764,79
006_0_A,38.1246,15.5179,78
006_0_A,38.12476,15.51807,77
006_0_A,38.12524,15.51844,76
006_0_A,38.12545,15.51857,75
006_0_A,38.1255,15.51862,74
006_0_A,38.12603,15.51889,73
006_0_A,38.1267,15.51925,72
006_0_A,38.12704,15.51943,71
006_0_A,38.12764,15.51973,70
006_0_A,38.12813,15.51998,69
006_0_A,38.12828,15.52007,68
006_0_A,38.12841,15.52014,67
006_0_A,38.12863,15.52035,66
006_0_A,38.12886,15.52058,65
006_0_A,38.129,15.5207,64
006_0_A,38.12914,15.52076,63
006_0_A,38.12952,15.52095,62
006_0_A,38.13061,15.5214,61
006_0_A,38.1313,15.52167,60
006_0_A,38.13216,15.52201,59
006_0_A,38.13249,15.52215,58
006_0_A,38.13285,15.52228,57
006_0_A,38.1331,15.52233,56
006_0_A,38.13324,15.52234,55
006_0_A,38.13351,15.52235,54
006_0_A,38.13361,15.52234,53
006_0_A,38.13371,15.52229,52
006_0_A,38.13376,15.52221,51
006_0_A,38.13383,15.52213,50
006_0_A,38.13388,15.52208,49
006_0_A,38.13397,15.52204,48
006_0_A,38.13406,15.52205,47
006_0_A,38.13415,15.5221,46
006_0_A,38.13424,15.52215,45
006_0_A,38.13459,15.5222,44
006_0_A,38.13496,15.52225,43
006_0_A,38.13633,15.5224,42
006_0_A,38.13719,15.52271,41
006_0_A,38.13964,15.52362,40
006_0_A,38.14384,15.52514,39
006_0_A,38.14457,15.52551,38
006_0_A,38.14639,15.5266,37
006_0_A,38.14747,15.52731,36
006_0_A,38.14928,15.52871,35
006_0_A,38.15433,15.53141,34
006_0_A,38.15542,15.53205,33
006_0_A,38.15694,15.53357,32
006_0_A,38.15724,15.53379,31
006_0_A,38.15782,15.53399,30
006_0_A,38.15879,15.53454,29
006_0_A,38.15915,15.53478,28
006_0_A,38.15943,15.53503,27
006_0_A,38.16058,15.53685,26
006_0_A,38.1609,15.53718,25
006_0_A,38.16204,15.53826,24
006_0_A,38.1635,15.53952,23
006_0_A,38.16529,15.53896,22
006_0_A,38.16677,15.5398,21
006_0_A,38.16837,15.54097,20
006_0_A,38.16995,15.54173,19
006_0_A,38.17093,15.54238,18
006_0_A,38.17315,15.54371,17
007_0_R,38.11077,15.50137,16
007_0_R,38.11113,15.49932,15
007_0_R,38.11119,15.49923,14
007_0_R,38.11134,15.49914,13
007_0_R,38.11151,15.49906,12
007_0_R,38.11182,15.49898,11
007_0_R,38.11212,15.49886,10
007_0_R,38.11218,15.4988,9
007_0_R,38.11231,15.4986,8
007_0_R,38.11241,15.49831,7
007_0_R,38.11261,15.49763,6
007_0_R,38.11266,15.49739,5
007_0_R,38.11264,15.4972,4
007_0_R,38.11256,15.497,3
007_0_R,38.1123,15.49678,2
007_0_R,38.11195,15.49623,1
007_0_A,38.11195,15.49621,126
007_0_A,38.11232,15.49677,125
007_0_A,38.1124,15.49683,124
007_0_A,38.11257,15.49697,123
007_0_A,38.11263,15.49711,122
007_0_A,38.11268,15.49735,121
007_0_A,38.11265,15.49757,120
007_0_A,38.11256,15.49787,119
007_0_A,38.11238,15.49845,118
007_0_A,38.11228,15.49869,117
007_0_A,38.11217,15.49886,116
007_0_A,38.11195,15.49896,115
007_0_A,38.11141,15.49913,114
007_0_A,38.11122,15.49923,113
007_0_A,38.11115,15.49931,112
007_0_A,38.1111,15.49954,111
007_0_A,38.11096,15.50041,110
007_0_A,38.11086,15.50103,109
007_0_A,38.11079,15.50138,108
007_0_A,38.11066,15.50168,107
007_0_A,38.11054,15.50195,106
007_0_A,38.11041,15.50212,105
007_0_A,38.11037,15.50234,104
007_0_A,38.11027,15.5027,103
007_0_A,38.1101,15.50319,102
007_0_A,38.10993,15.50353,101
007_0_A,38.1098,15.50377,100
007_0_A,38.10959,15.50403,99
007_0_A,38.10939,15.50437,98
007_0_A,38.10918,15.50485,97
007_0_A,38.10911,15.5052,96
007_0_A,38.10896,15.50582,95
007_0_A,38.10889,15.5063,94
007_0_A,38.10882,15.50681,93
007_0_A,38.10879,15.50713,92
007_0_A,38.10882,15.50742,91
007_0_A,38.10881,15.50777,90
007_0_A,38.10881,15.50795,89
007_0_A,38.10904,15.50842,88
007_0_A,38.10919,15.50873,87
007_0_A,38.11018,15.50933,86
007_0_A,38.11093,15.5098,85
007_0_A,38.11158,15.51022,84
007_0_A,38.11227,15.51063,83
007_0_A,38.11264,15.51086,82
007_0_A,38.11293,15.51102,81
007_0_A,38.11324,15.51109,80
007_0_A,38.11363,15.51108,79
007_0_A,38.11401,15.51098,78
007_0_A,38.11455,15.51089,77
007_0_A,38.11484,15.51087,76
007_0_A,38.11535,15.511,75
007_0_A,38.11602,15.51122,74
007_0_A,38.11637,15.51139,73
007_0_A,38.11653,15.51149,72
007_0_A,38.11706,15.5119,71
007_0_A,38.1182,15.51278,70
007_0_A,38.11942,15.51371,69
007_0_A,38.11967,15.51389,68
007_0_A,38.1198,15.51395,67
007_0_A,38.12053,15.5143,66
007_0_A,38.12142,15.51473,65
007_0_A,38.12226,15.51513,64
007_0_A,38.1226,15.51533,63
007_0_A,38.12279,15.51551,62
007_0_A,38.12309,15.51585,61
007_0_A,38.12341,15.51629,60
007_0_A,38.12378,15.51686,59
007_0_A,38.12387,15.51696,58
007_0_A,38.12404,15.51727,57
007_0_A,38.12419,15.51748,56
007_0_A,38.12462,15.51798,55
007_0_A,38.12533,15.51854,54
007_0_A,38.12619,15.51898,53
007_0_A,38.12734,15.51958,52
007_0_A,38.12809,15.51996,51
007_0_A,38.12847,15.5202,50
007_0_A,38.12881,15.52055,49
007_0_A,38.12901,15.52067,48
007_0_A,38.12955,15.52094,47
007_0_A,38.13122,15.52166,46
007_0_A,38.13181,15.52188,45
007_0_A,38.13284,15.52228,44
007_0_A,38.13325,15.52232,43
007_0_A,38.13363,15.52236,42
007_0_A,38.13376,15.52224,41
007_0_A,38.13382,15.52212,40
007_0_A,38.13394,15.52207,39
007_0_A,38.13407,15.52207,38
007_0_A,38.13418,15.52214,37
007_0_A,38.13437,15.52218,36
007_0_A,38.13501,15.52227,35
007_0_A,38.13546,15.52231,34
007_0_A,38.13625,15.52234,33
007_0_A,38.13668,15.52251,32
007_0_A,38.1374,15.52277,31
007_0_A,38.13867,15.52324,30
007_0_A,38.13964,15.52362,29
007_0_A,38.14384,15.52514,28
007_0_A,38.14457,15.52551,27
007_0_A,38.14639,15.5266,26
007_0_A,38.14747,15.52731,25
007_0_A,38.14928,15.52871,24
007_0_A,38.15433,15.53141,23
007_0_A,38.15542,15.53205,22
007_0_A,38.15694,15.53357,21
007_0_A,38.15724,15.53379,20
007_0_A,38.15782,15.53399,19
007_0_A,38.15879,15.53454,18
007_0_A,38.15915,15.53478,17
007_0_A,38.15943,15.53503,16
007_0_A,38.16058,15.53685,15
007_0_A,38.1609,15.53718,14
007_0_A,38.16204,15.53826,13
007_0_A,38.1635,15.53952,12
007_0_A,38.16529,15.53896,11
007_0_A,38.16677,15.5398,10
007_0_A,38.16837,15.54097,9
007_0_A,38.16995,15.54173,8
007_0_A,38.17093,15.54238,7
007_0_A,38.17315,15.54371,6
007_0_A,38.17451,15.54451,5
007_0_A,38.17538,15.54502,4
007_0_A,38.17549,15.54516,3
007_0_A,38.17578,15.54534,2
007_0_A,38.17575,15.54564,1
077_0_R,38.18634,15.56041,193
077_0_R,38.18553,15.55968,192
077_0_R,38.18535,15.55959,191
077_0_R,38.18516,15.55937,190
077_0_R,38.18468,15.55893,189
042_0_R,38.18615,15.56028,42
042_0_R,38.18555,15.55969,41
042_0_R,38.18538,15.55965,40
042_0_R,38.18467,15.55895,39
042_0_R,38.18642,15.55659,38
042_0_R,38.1883,15.55359,37
042_0_R,38.18942,15.55152,36
042_0_R,38.18985,15.5499,35
042_0_R,38.1908,15.54768,34
042_0_R,38.19197,15.54557,33
042_0_R,38.19374,15.54211,32
042_0_R,38.1947,15.5407,31
042_0_R,38.19575,15.53949,30
042_0_R,38.1959,15.53926,29
042_0_R,38.19597,15.53888,28
042_0_R,38.19598,15.5385,27
042_0_R,38.19603,15.53809,26
042_0_R,38.19624,15.53762,25
042_0_R,38.1963,15.53734,24
042_0_R,38.19627,15.53709,23
042_0_R,38.1962,15.53704,22
042_0_R,38.19608,15.53708,21
042_0_R,38.19583,15.5372,20
042_0_R,38.19562,15.53733,19
042_0_R,38.19541,15.53739,18
042_0_R,38.19505,15.53745,17
042_0_R,38.19467,15.5375,16
042_0_R,38.19425,15.53762,15
042_0_R,38.19406,15.53783,14
042_0_R,38.19387,15.53815,13
042_0_R,38.19369,15.53862,12
042_0_R,38.19369,15.53892,11
042_0_R,38.19386,15.53929,10
042_0_R,38.19398,15.53954,9
042_0_R,38.19387,15.53983,8
042_0_R,38.19368,15.53984,7
042_0_R,38.19354,15.53968,6
042_0_R,38.19341,15.53905,5
042_0_R,38.19333,15.53899,4
042_0_R,38.19304,15.53851,3
042_0_R,38.193,15.53818,2
042_0_R,38.19337,15.53763,1
042_0_A,38.19334,15.53766,33
042_0_A,38.18686,15.55956,1
042_0_A,38.18707,15.55919,2
042_0_A,38.18765,15.55776,3
042_0_A,38.18642,15.55661,4
042_0_A,38.18833,15.55358,5
042_0_A,38.18941,15.5515,6
042_0_A,38.18985,15.54994,7
042_0_A,38.19079,15.54773,8
042_0_A,38.19165,15.54626,9
042_0_A,38.19375,15.54212,10
042_0_A,38.1947,15.54072,11
042_0_A,38.19582,15.5393,12
042_0_A,38.19602,15.53899,13
042_0_A,38.19602,15.53853,14
006_0_R,38.12221,15.51515,83
006_0_R,38.12261,15.51539,84
006_0_R,38.12282,15.51562,85
006_0_R,38.12319,15.51605,86
006_0_R,38.12366,15.51674,87
006_0_R,38.12378,15.51698,88
006_0_R,38.12395,15.51726,89
006_0_R,38.1244,15.51787,90
006_0_R,38.12468,15.51818,91
006_0_R,38.12491,15.51832,92
006_0_R,38.12524,15.51856,93
006_0_R,38.12538,15.51863,94
006_0_R,38.12545,15.51867,95
006_0_R,38.12576,15.51883,96
006_0_R,38.12716,15.51955,97
006_0_R,38.12782,15.51989,98
006_0_R,38.12832,15.52017,99
006_0_R,38.12843,15.52023,100
006_0_R,38.12895,15.52074,101
006_0_R,38.12918,15.52087,102
006_0_R,38.12967,15.52107,103
006_0_R,38.13058,15.52145,104
006_0_R,38.13065,15.52151,105
006_0_R,38.1317,15.52193,106
006_0_R,38.13258,15.52229,107
006_0_R,38.13284,15.52239,108
006_0_R,38.13318,15.52245,109
006_0_R,38.13377,15.52247,110
006_0_R,38.13388,15.52246,111
006_0_R,38.13398,15.52252,112
006_0_R,38.1341,15.52249,113
006_0_R,38.13426,15.52244,114
006_0_R,38.13455,15.52239,115
006_0_R,38.13495,15.52238,116
006_0_R,38.13518,15.52238,117
006_0_R,38.13539,15.52236,118
006_0_R,38.13633,15.52245,119
006_0_R,38.13692,15.52266,120
006_0_R,38.13888,15.52336,121
006_0_R,38.13955,15.52362,122
006_0_R,38.13956,15.52362,123
006_0_R,38.14385,15.52518,124
006_0_R,38.14525,15.52596,125
006_0_R,38.14647,15.52668,126
006_0_R,38.14797,15.52776,127
006_0_R,38.14929,15.52875,128
006_0_R,38.15058,15.52944,129
006_0_R,38.15195,15.53019,130
006_0_R,38.15398,15.53125,131
006_0_R,38.15402,15.53126,132
006_0_R,38.15541,15.53207,133
006_0_R,38.15692,15.53359,134
006_0_R,38.15722,15.53381,135
006_0_R,38.15779,15.53401,136
006_0_R,38.15914,15.53478,137
006_0_R,38.15942,15.53504,138
006_0_R,38.16057,15.53689,139
006_0_R,38.1621,15.53833,140
006_0_R,38.16346,15.53953,141
006_0_R,38.16353,15.5397,142
006_0_R,38.16371,15.53989,143
006_0_R,38.16573,15.5417,144
006_0_R,38.1665,15.54242,145
006_0_R,38.16701,15.54286,146
006_0_R,38.1694,15.545,147
006_0_R,38.17119,15.54665,148
006_0_R,38.17312,15.54834,149
006_0_R,38.17673,15.55166,150
006_0_R,38.17868,15.55349,151
006_0_R,38.18224,15.55665,152
006_0_R,38.18443,15.55868,153
006_0_R,38.18543,15.55967,154
006_0_R,38.18559,15.5597,155
006_0_R,38.18633,15.56039,156
006_0_R,38.18624,15.56056,157
009_0_A,38.18703,15.55961,1
009_0_A,38.18704,15.55896,2
009_0_A,38.18767,15.55779,3
009_0_A,38.18811,15.5582,4
009_0_A,38.19094,15.55561,5
009_0_A,38.18743,15.55294,6
009_0_A,38.18395,15.55018,7
009_0_A,38.18092,15.54784,8
009_0_A,38.1808,15.54762,9
009_0_A,38.18053,15.54759,10
009_0_A,38.18022,15.54765,11
009_0_A,38.17956,15.54724,12
009_0_A,38.17692,15.54594,13
009_0_A,38.17474,15.5447,14
009_0_A,38.17315,15.54371,15
009_0_A,38.17093,15.54238,16
009_0_A,38.16995,15.54173,17
009_0_A,38.16837,15.54097,18
009_0_A,38.16677,15.5398,19
009_0_A,38.16529,15.53896,20
009_0_A,38.1635,15.53952,21
009_0_A,38.16204,15.53826,22
009_0_A,38.1609,15.53718,23
009_0_A,38.16058,15.53685,24
009_0_A,38.15943,15.53503,25
009_0_A,38.15915,15.53478,26
009_0_A,38.15879,15.53454,27
009_0_A,38.15782,15.53399,28
009_0_A,38.15724,15.53379,29
009_0_A,38.15694,15.53357,30
009_0_A,38.15542,15.53205,31
009_0_A,38.15433,15.53141,32
009_0_A,38.14928,15.52871,33
009_0_A,38.14747,15.52731,34
009_0_A,38.14639,15.5266,35
009_0_A,38.14457,15.52551,36
009_0_A,38.14384,15.52514,37
009_0_A,38.13964,15.52362,38
009_0_A,38.13953,15.52349,39
009_0_A,38.13948,15.52332,40
009_0_A,38.13955,15.52286,41
009_0_A,38.13963,15.52264,42
009_0_A,38.13976,15.52239,43
009_0_A,38.13983,15.52222,44
009_0_A,38.13985,15.52205,45
009_0_A,38.13998,15.52163,46
009_0_A,38.14002,15.52116,47
009_0_A,38.14,15.52061,48
009_0_A,38.13991,15.52015,49
009_0_A,38.13984,15.51968,50
009_0_A,38.13983,15.51928,51
009_0_A,38.13987,15.51867,52
009_0_A,38.13994,15.51797,53
009_0_A,38.1401,15.51763,54
009_0_A,38.14042,15.51755,55
009_0_A,38.14119,15.51775,56
009_0_A,38.14144,15.51759,57
009_0_A,38.14153,15.51747,58
009_0_A,38.14155,15.51714,59
009_0_A,38.1415,15.51661,60
009_0_A,38.1414,15.51498,61
009_0_A,38.14119,15.51358,62
009_0_A,38.14127,15.51277,63
009_0_A,38.14157,15.51111,64
009_0_A,38.14155,15.51089,65
009_0_A,38.14143,15.51064,66
009_0_A,38.14137,15.51035,67
009_0_A,38.14136,15.50947,68
009_0_A,38.14119,15.50819,69
009_0_A,38.14115,15.50702,70
009_0_A,38.14109,15.50638,71
009_0_A,38.14102,15.50583,72
009_0_A,38.14098,15.5053,73
009_0_A,38.14084,15.50471,74
009_0_A,38.14096,15.50434,75
009_0_A,38.14131,15.50401,76
009_0_A,38.1415,15.50396,77
009_0_A,38.14167,15.50405,78
009_0_A,38.14193,15.50448,79
009_0_A,38.1421,15.50458,80
009_0_A,38.1422,15.50453,81
009_0_A,38.14225,15.50442,82
009_0_A,38.14208,15.50385,83
009_0_A,38.142,15.50368,84
009_0_A,38.1418,15.50345,85
009_0_A,38.14158,15.50328,86
009_0_A,38.14135,15.50306,87
009_0_A,38.14111,15.50255,88
009_0_A,38.14104,15.50233,89
009_0_A,38.1412,15.50204,90
009_0_A,38.14147,15.50169,91
009_0_A,38.14157,15.50131,92
009_0_A,38.14163,15.50097,93
009_0_A,38.14171,15.50063,94
009_0_A,38.14178,15.50042,95
009_0_A,38.14202,15.50036,96
009_0_A,38.14231,15.50017,97
009_0_A,38.14264,15.50013,98
009_0_A,38.14289,15.50021,99
009_0_A,38.14304,15.50035,100
009_0_A,38.14319,15.50026,101
009_0_A,38.14331,15.50013,102
009_0_A,38.14338,15.49998,103
009_0_A,38.14336,15.49975,104
009_0_A,38.1432,15.4994,105
009_0_A,38.14189,15.49795,106
009_0_A,38.14181,15.49771,107
009_0_A,38.14196,15.49744,108
009_0_A,38.14213,15.49718,109
009_0_A,38.14263,15.49675,110
009_0_A,38.1427,15.49654,111
009_0_A,38.14264,15.49627,112
009_0_A,38.1426,15.49594,113
009_0_A,38.14249,15.49544,114
009_0_A,38.14241,15.49521,115
009_0_A,38.14227,15.49508,116
009_0_A,38.14212,15.49507,117
009_0_A,38.14194,15.49515,118
009_0_A,38.14164,15.49535,119
009_0_A,38.1415,15.4955,120
009_0_A,38.1414,15.49569,121
009_0_A,38.14115,15.49568,122
009_0_A,38.14075,15.49554,123
009_0_A,38.14055,15.4956,124
009_0_A,38.14024,15.49578,125
009_0_A,38.13985,15.49586,126
009_0_A,38.13979,15.49578,127
009_0_A,38.13973,15.4956,128
009_0_A,38.13938,15.49548,129
009_0_A,38.13922,15.49529,130
009_0_A,38.13925,15.495,131
009_0_A,38.13914,15.49491,132
009_0_A,38.13897,15.49487,133
009_0_A,38.13883,15.49509,134
009_0_A,38.13869,15.49523,135
009_0_A,38.13845,15.49515,136
009_0_A,38.13813,15.49499,137
009_0_A,38.13781,15.49479,138
009_0_A,38.13746,15.49449,139
009_0_A,38.13705,15.49398,140
009_0_A,38.1369,15.49371,141
009_0_A,38.13655,15.49347,142
009_0_A,38.13626,15.49335,143
009_0_A,38.13586,15.49307,144
009_0_A,38.1357,15.49289,145
009_0_A,38.13566,15.49268,146
009_0_A,38.13581,15.49261,147
009_0_A,38.1361,15.49283,148
009_0_A,38.13675,15.49321,149
009_0_A,38.13691,15.49323,150
009_0_A,38.137,15.49313,151
009_0_A,38.13698,15.49299,152
009_0_A,38.1369,15.49284,153
009_0_A,38.13665,15.49278,154
009_0_A,38.13636,15.49257,155
009_0_A,38.13609,15.49231,156
009_0_A,38.13602,15.4919,157
009_0_A,38.13593,15.49159,158
009_0_A,38.13571,15.49147,159
009_0_A,38.13556,15.49153,160
009_0_A,38.13532,15.49169,161
009_0_A,38.13511,15.49171,162
009_0_A,38.13497,15.4916,163
009_0_A,38.13481,15.49136,164
009_0_A,38.13472,15.49108,165
009_0_A,38.13463,15.49109,166
009_0_A,38.13454,15.49124,167
009_0_A,38.1344,15.49139,168
009_0_A,38.13387,15.49059,169
009_0_A,38.13359,15.4905,170
009_0_A,38.13332,15.49034,171
009_0_A,38.13311,15.49007,172
009_0_A,38.13274,15.4898,173
009_0_A,38.13247,15.4897,174
009_0_A,38.13229,15.48957,175
009_0_A,38.13229,15.4894,176
009_0_A,38.1325,15.48946,177
009_0_A,38.13312,15.48971,178
009_0_A,38.13348,15.48989,179
009_0_A,38.13363,15.48984,180
009_0_A,38.13369,15.48969,181
009_0_A,38.13361,15.48952,182
009_0_A,38.13254,15.48918,183
009_0_A,38.13237,15.48887,184
009_0_A,38.1323,15.48854,185
009_0_A,38.13229,15.48833,186
009_0_A,38.13232,15.488,187
009_0_A,38.13238,15.48777,188
009_0_A,38.13237,15.48759,189
009_0_A,38.13217,15.48742,190
009_0_A,38.13197,15.48699,191
009_0_A,38.13175,15.4868,192
009_0_A,38.13171,15.48642,193
009_0_A,38.13184,15.48614,194
009_0_A,38.132,15.48592,195
009_0_A,38.13216,15.48564,196
009_0_A,38.13209,15.4855,197
009_0_A,38.13195,15.4854,198
009_0_A,38.13143,15.4848,199
009_0_A,38.13154,15.48448,200
009_0_R,38.1315,15.48449,1
009_0_R,38.1314,15.48471,2
009_0_R,38.13184,15.48533,3
009_0_R,38.132,15.48549,4
009_0_R,38.13208,15.48553,5
009_0_R,38.13213,15.48565,6
009_0_R,38.13187,15.48606,7
009_0_R,38.1317,15.48638,8
009_0_R,38.13174,15.48673,9
009_0_R,38.13184,15.48692,10
009_0_R,38.13194,15.48698,11
009_0_R,38.13212,15.4874,12
009_0_R,38.13219,15.48747,13
009_0_R,38.13237,15.4876,14
009_0_R,38.13235,15.48786,15
009_0_R,38.13229,15.48812,16
009_0_R,38.13228,15.48841,17
009_0_R,38.13231,15.48871,18
009_0_R,38.13246,15.4891,19
009_0_R,38.13267,15.48924,20
009_0_R,38.13359,15.48954,21
009_0_R,38.13364,15.48966,22
009_0_R,38.13362,15.48982,23
009_0_R,38.13348,15.48986,24
009_0_R,38.1324,15.48938,25
009_0_R,38.13232,15.48938,26
009_0_R,38.13227,15.48941,27
009_0_R,38.13227,15.4896,28
009_0_R,38.13238,15.48967,29
009_0_R,38.13273,15.48981,30
009_0_R,38.13312,15.49008,31
009_0_R,38.13331,15.49038,32
009_0_R,38.13356,15.49051,33
009_0_R,38.13384,15.49063,34
009_0_R,38.13436,15.49136,35
009_0_R,38.13446,15.49139,36
009_0_R,38.13455,15.49128,37
009_0_R,38.13465,15.49111,38
009_0_R,38.13472,15.49109,39
009_0_R,38.13484,15.49147,40
009_0_R,38.13496,15.49162,41
009_0_R,38.13505,15.49171,42
009_0_R,38.13514,15.49174,43
009_0_R,38.13537,15.49172,44
009_0_R,38.13553,15.49157,45
009_0_R,38.13569,15.4915,46
009_0_R,38.1358,15.49154,47
009_0_R,38.13593,15.49162,48
009_0_R,38.13599,15.49183,49
009_0_R,38.13604,15.49209,50
009_0_R,38.13605,15.49221,51
009_0_R,38.13619,15.49242,52
009_0_R,38.13657,15.49275,53
009_0_R,38.13669,15.49283,54
009_0_R,38.13691,15.49287,55
009_0_R,38.13697,15.49308,56
009_0_R,38.1369,15.49321,57
009_0_R,38.13677,15.4932,58
009_0_R,38.13586,15.49262,59
009_0_R,38.13575,15.49261,60
009_0_R,38.13568,15.49263,61
009_0_R,38.13565,15.49281,62
009_0_R,38.13572,15.49298,63
009_0_R,38.13643,15.49345,64
009_0_R,38.13654,15.4935,65
009_0_R,38.13691,15.49373,66
009_0_R,38.13704,15.49401,67
009_0_R,38.13746,15.49451,68
009_0_R,38.13783,15.49481,69
009_0_R,38.13822,15.49508,70
009_0_R,38.1385,15.49522,71
009_0_R,38.13869,15.49527,72
009_0_R,38.13883,15.49515,73
009_0_R,38.13899,15.49493,74
009_0_R,38.1391,15.49494,75
009_0_R,38.13923,15.49502,76
009_0_R,38.1392,15.49527,77
009_0_R,38.13926,15.49542,78
009_0_R,38.13933,15.49547,79
009_0_R,38.13965,15.4956,80
009_0_R,38.13975,15.49576,81
009_0_R,38.13981,15.49587,82
009_0_R,38.13999,15.49587,83
009_0_R,38.14019,15.49581,84
009_0_R,38.14037,15.49574,85
009_0_R,38.14057,15.4956,86
009_0_R,38.14074,15.49557,87
009_0_R,38.14088,15.49563,88
009_0_R,38.14135,15.49572,89
009_0_R,38.14148,15.49564,90
009_0_R,38.14152,15.49554,91
009_0_R,38.14192,15.49522,92
009_0_R,38.14215,15.4951,93
009_0_R,38.14229,15.49515,94
009_0_R,38.1424,15.49524,95
009_0_R,38.14257,15.49592,96
009_0_R,38.14269,15.49653,97
009_0_R,38.14261,15.49674,98
009_0_R,38.1421,15.49717,99
009_0_R,38.1418,15.49766,100
009_0_R,38.14183,15.49787,101
009_0_R,38.14318,15.49942,102
009_0_R,38.14332,15.49981,103
009_0_R,38.14336,15.50001,104
009_0_R,38.14324,15.50017,105
009_0_R,38.14307,15.50029,106
009_0_R,38.14288,15.50016,107
009_0_R,38.14269,15.50011,108
009_0_R,38.14224,15.50017,109
009_0_R,38.14204,15.50031,110
009_0_R,38.14183,15.50035,111
009_0_R,38.14175,15.50039,112
009_0_R,38.14146,15.50167,113
009_0_R,38.14103,15.50227,114
009_0_R,38.1411,15.50259,115
009_0_R,38.14131,15.50302,116
009_0_R,38.14156,15.5033,117
009_0_R,38.14185,15.50355,118
009_0_R,38.14202,15.50375,119
009_0_R,38.14218,15.50427,120
009_0_R,38.14222,15.50444,121
009_0_R,38.1421,15.50454,122
009_0_R,38.14197,15.50447,123
009_0_R,38.14185,15.50431,124
009_0_R,38.14173,15.50409,125
009_0_R,38.14155,15.50397,126
009_0_R,38.1414,15.50396,127
009_0_R,38.14124,15.50404,128
009_0_R,38.1411,15.50417,129
009_0_R,38.14093,15.50435,130
009_0_R,38.14083,15.50455,131
009_0_R,38.14083,15.50476,132
009_0_R,38.14098,15.50563,133
009_0_R,38.14106,15.50629,134
009_0_R,38.14113,15.50733,135
009_0_R,38.14116,15.50805,136
009_0_R,38.14135,15.50951,137
009_0_R,38.14134,15.51,138
009_0_R,38.14136,15.51039,139
009_0_R,38.14141,15.51064,140
009_0_R,38.14154,15.51093,141
009_0_R,38.14152,15.51116,142
009_0_R,38.14138,15.51213,143
009_0_R,38.14122,15.51277,144
009_0_R,38.14113,15.51353,145
009_0_R,38.14135,15.51476,146
009_0_R,38.1414,15.5152,147
009_0_R,38.14144,15.51592,148
009_0_R,38.1415,15.51732,149
009_0_R,38.14145,15.51748,150
009_0_R,38.14132,15.5176,151
009_0_R,38.14118,15.51768,152
009_0_R,38.14054,15.51754,153
009_0_R,38.14032,15.51751,154
009_0_R,38.14008,15.51759,155
009_0_R,38.13995,15.51779,156
009_0_R,38.13987,15.51822,157
009_0_R,38.13983,15.5197,158
009_0_R,38.13997,15.52072,159
009_0_R,38.13999,15.52123,160
009_0_R,38.13994,15.52163,161
009_0_R,38.13981,15.52217,162
009_0_R,38.13962,15.5226,163
009_0_R,38.13948,15.52302,164
009_0_R,38.13944,15.52333,165
009_0_R,38.13956,15.52362,166
009_0_R,38.14385,15.52518,167
009_0_R,38.14525,15.52596,168
009_0_R,38.14647,15.52668,169
009_0_R,38.14797,15.52776,170
009_0_R,38.14929,15.52875,171
009_0_R,38.15058,15.52944,172
009_0_R,38.15195,15.53019,173
009_0_R,38.15398,15.53125,174
009_0_R,38.15402,15.53126,175
009_0_R,38.15541,15.53207,176
009_0_R,38.15692,15.53359,177
009_0_R,38.15722,15.53381,178
009_0_R,38.15779,15.53401,179
009_0_R,38.15914,15.53478,180
009_0_R,38.15942,15.53504,181
009_0_R,38.16057,15.53689,182
009_0_R,38.1621,15.53833,183
009_0_R,38.16346,15.53953,184
009_0_R,38.16353,15.5397,185
009_0_R,38.16371,15.53989,186
009_0_R,38.16573,15.5417,187
009_0_R,38.1665,15.54242,188
009_0_R,38.16701,15.54286,189
009_0_R,38.1694,15.545,190
009_0_R,38.17119,15.54665,191
009_0_R,38.17312,15.54834,192
009_0_R,38.17673,15.55166,193
009_0_R,38.17868,15.55349,194
009_0_R,38.18224,15.55665,195
009_0_R,38.18443,15.55868,196
009_0_R,38.18543,15.55967,197
009_0_R,38.18559,15.5597,198
009_0_R,38.18633,15.56039,199
009_1_A,38.16327,15.53974,1
009_1_A,38.16356,15.53957,2
009_1_A,38.16204,15.53826,3
009_1_A,38.1609,15.53718,4
009_1_A,38.16058,15.53685,5
009_1_A,38.15943,15.53503,6
009_1_A,38.15915,15.53478,7
009_1_A,38.15879,15.53454,8
009_1_A,38.15782,15.53399,9
009_1_A,38.15724,15.53379,10
009_1_A,38.15694,15.53357,11
009_1_A,38.15611,15.53276,12
009_1_A,38.15542,15.53205,13
009_1_A,38.15433,15.53141,14
009_1_A,38.14928,15.52871,15
009_1_A,38.14747,15.52731,16
009_1_A,38.14639,15.5266,17
