id_fermata,lat_fermata,lon_fermata,sequenza_fermate
101_2_R,38.17119,15.54665,192
101_2_R,38.16371,15.53989,191
101_2_R,38.16353,15.5397,190
101_2_R,38.16346,15.53953,189
101_2_R,38.1621,15.53833,188
101_2_R,38.16057,15.53689,187
002_0_R,38.18625,15.56055,134
002_0_R,38.18635,15.56042,133
002_0_R,38.18554,15.5597,132
002_0_R,38.18543,15.55967,131
002_0_R,38.18522,15.55946,130
002_0_R,38.1849,15.55914,129
002_0_R,38.18287,15.55724,128
002_0_R,38.18027,15.55491,127
002_0_R,38.17986,15.55453,126
002_0_R,38.17823,15.55306,125
002_0_R,38.17607,15.55106,124
002_0_R,38.17387,15.54902,123
002_0_R,38.17137,15.54683,122
002_0_R,38.16882,15.54448,121
002_0_R,38.1673,15.54313,120
002_0_R,38.16476,15.54083,119
002_0_R,38.16357,15.53978,118
002_0_R,38.16345,15.53954,117
002_0_R,38.16189,15.53815,116
002_0_R,38.16056,15.53693,115
002_0_R,38.1603,15.5365,114
002_0_R,38.16004,15.53611,113
002_0_R,38.15984,15.53578,112
002_0_R,38.15969,15.53547,111
002_0_R,38.15954,15.53524,110
002_0_R,38.1594,15.53505,109
002_0_R,38.15927,15.53492,108
002_0_R,38.15918,15.53483,107
002_0_R,38.1587,15.53453,106
002_0_R,38.15806,15.53415,105
002_0_R,38.15789,15.53407,104
002_0_R,38.1576,15.53393,103
002_0_R,38.15706,15.53371,102
002_0_R,38.15571,15.53238,101
002_0_R,38.15541,15.53208,100
002_0_R,38.15523,15.53191,99
002_0_R,38.15488,15.53173,98
002_0_R,38.1538,15.53113,97
002_0_R,38.15212,15.53025,96
002_0_R,38.15149,15.52992,95
002_0_R,38.15086,15.5296,94
002_0_R,38.15012,15.52921,93
002_0_R,38.14939,15.5288,92
002_0_R,38.14933,15.52877,91
002_0_R,38.14926,15.52873,90
002_0_R,38.14902,15.52855,89
002_0_R,38.14875,15.52834,88
002_0_R,38.14806,15.52782,87
002_0_R,38.1474,15.52732,86
002_0_R,38.14663,15.52674,85
002_0_R,38.14606,15.5264,84
002_0_R,38.14534,15.52599,83
002_0_R,38.14452,15.52555,82
002_0_R,38.14451,15.52555,81
002_0_R,38.14392,15.52525,80
002_0_R,38.1398,15.5237,79
002_0_R,38.13631,15.52244,78
002_0_R,38.13534,15.52237,77
002_0_R,38.13509,15.52238,76
002_0_R,38.13453,15.52237,75
002_0_R,38.13424,15.52244,74
002_0_R,38.13402,15.52253,73
002_0_R,38.13384,15.52247,72
002_0_R,38.13338,15.52243,71
002_0_R,38.1324,15.52222,70
002_0_R,38.12905,15.52082,69
002_0_R,38.12838,15.52021,68
002_0_R,38.12747,15.51974,67
002_0_R,38.12541,15.51867,66
002_0_R,38.12489,15.51827,65
002_0_R,38.12442,15.51789,64
002_0_R,38.12408,15.51735,63
002_0_R,38.12266,15.51551,62
002_0_R,38.12231,15.51522,61
002_0_R,38.12087,15.51453,60
002_0_R,38.12004,15.51414,59
002_0_R,38.11955,15.51385,58
002_0_R,38.1163,15.51141,57
002_0_R,38.11559,15.51115,56
002_0_R,38.11475,15.51093,55
002_0_R,38.11371,15.51112,54
002_0_R,38.11325,15.51116,53
002_0_R,38.11271,15.51101,52
002_0_R,38.10847,15.50835,51
002_0_R,38.10557,15.50653,50
002_0_R,38.10404,15.50559,49
002_0_R,38.1022,15.50505,48
002_0_R,38.10131,15.50475,47
002_0_R,38.10081,15.50468,46
002_0_R,38.09993,15.50486,45
002_0_R,38.09938,15.50509,44
002_0_R,38.09888,15.50523,43
002_0_R,38.09813,15.50513,42
002_0_R,38.09746,15.50482,41
002_0_R,38.09535,15.50396,40
002_0_R,38.09397,15.50353,39
002_0_R,38.09121,15.5028,38
002_0_R,38.09046,15.50252,37
002_0_R,38.08985,15.50217,36
002_0_R,38.08957,15.50196,35
002_0_R,38.08479,15.49792,34
002_0_R,38.08257,15.49607,33
002_0_R,38.08212,15.49575,32
002_0_R,38.07866,15.49449,31
002_0_R,38.07558,15.49338,30
002_0_R,38.07353,15.49206,29
002_0_R,38.0725,15.49114,28
002_0_R,38.0713,15.48976,27
002_0_R,38.07079,15.488,26
002_0_R,38.06987,15.48697,25
002_0_R,38.06908,15.48598,24
002_0_R,38.0669,15.48283,23
002_0_R,38.0659,15.48158,22
002_0_R,38.065,15.48074,21
002_0_R,38.06516,15.48024,20
002_0_R,38.06443,15.47943,19
002_0_R,38.06323,15.47888,18
002_0_A,38.06818,15.4699,190
002_0_A,38.06826,15.46989,189
002_0_A,38.06833,15.46994,188
002_0_A,38.06842,15.46999,187
002_0_A,38.06847,15.47005,186
002_0_A,38.06845,15.47017,185
002_0_A,38.06838,15.47029,184
002_0_A,38.06826,15.47049,183
002_0_A,38.06772,15.47117,182
002_0_A,38.06729,15.47165,181
002_0_A,38.06684,15.47205,180
002_0_A,38.06626,15.4725,179
002_0_A,38.06578,15.47257,178
002_0_A,38.06565,15.47263,177
002_0_A,38.06534,15.47272,176
002_0_A,38.06504,15.47286,175
002_0_A,38.0647,15.47308,174
002_0_A,38.18696,15.55961,1
100_0_R,38.16996,15.54192,191
100_0_R,38.17065,15.54233,190
100_0_R,38.17069,15.54237,189
100_0_R,38.17172,15.5433,188
100_0_R,38.17176,15.54334,187
100_0_R,38.1718,15.54336,186
100_0_R,38.17185,15.54339,185
100_0_R,38.17226,15.54377,184
100_0_R,38.17281,15.54428,183
100_0_R,38.17326,15.54468,182
100_0_R,38.17333,15.5447,181
100_0_R,38.17339,15.54469,180
100_0_R,38.17345,15.54465,179
100_0_R,38.1735,15.54459,178
100_0_R,38.17358,15.54446,177
100_0_R,38.17362,15.54441,176
100_0_R,38.17366,15.54438,175
100_0_R,38.17371,15.54437,174
100_0_R,38.17376,15.54437,173
100_0_R,38.1738,15.54439,172
100_0_R,38.17479,15.54496,171
100_0_R,38.17481,15.54498,170
100_0_R,38.17485,15.54502,169
100_0_R,38.17494,15.54514,168
100_0_R,38.17501,15.54522,167
100_0_R,38.17514,15.54532,166
100_0_R,38.17542,15.54555,165
100_0_R,38.1759,15.54594,164
100_0_R,38.17594,15.54599,163
100_0_R,38.17597,15.54605,162
100_0_R,38.17599,15.54612,161
100_0_R,38.17598,15.5462,160
100_0_R,38.17595,15.54629,159
100_0_R,38.17571,15.5467,158
100_0_R,38.17569,15.54676,157
100_0_R,38.17567,15.54683,156
100_0_R,38.17567,15.5469,155
100_0_R,38.17569,15.54696,154
100_0_R,38.17572,15.54702,153
100_0_R,38.17578,15.5471,152
100_0_R,38.1763,15.54757,151
100_0_R,38.17914,15.55014,150
100_0_R,38.17919,15.55019,149
100_0_R,38.17925,15.55022,148
100_0_R,38.17946,15.55034,147
100_0_R,38.1795,15.55037,146
100_0_R,38.18028,15.55107,145
100_0_R,38.18127,15.55199,144
100_0_R,38.18179,15.55246,143
100_0_R,38.18374,15.55423,142
100_0_R,38.18477,15.55517,141
100_0_R,38.18521,15.55557,140
100_0_R,38.18616,15.55644,139
100_0_R,38.18621,15.5565,138
100_0_R,38.18624,15.55658,137
100_0_R,38.18625,15.55665,136
100_0_R,38.18624,15.55672,135
100_0_R,38.18622,15.55678,134
100_0_R,38.18617,15.55685,133
100_0_R,38.18488,15.55869,132
100_0_R,38.18484,15.55877,131
100_0_R,38.18482,15.55886,130
100_0_R,38.18483,15.55894,129
100_0_R,38.18486,15.55902,128
100_0_R,38.1849,15.55908,127
100_0_R,38.18496,15.55914,126
100_0_R,38.18537,15.55952,125
100_0_R,38.18541,15.55958,124
100_0_R,38.18543,15.55964,123
100_0_R,38.18544,15.55971,122
100_0_R,38.18543,15.55979,121
100_0_R,38.18541,15.55986,120
100_0_R,38.1853,15.56015,119
100_0_R,38.18528,15.56023,118
100_0_R,38.18526,15.56029,117
100_0_R,38.18526,15.56035,116
100_0_R,38.18527,15.5604,115
100_0_R,38.18529,15.56046,114
100_0_R,38.18532,15.56051,113
100_0_R,38.18536,15.56055,112
100_0_R,38.18562,15.56075,111
100_0_R,38.18567,15.56078,110
100_0_R,38.18573,15.5608,109
100_0_R,38.1858,15.5608,108
100_0_R,38.18588,15.56078,107
100_0_R,38.18595,15.56072,106
100_0_R,38.186,15.56065,105
100_0_R,38.18603,15.56058,104
100_0_R,38.18605,15.5605,103
100_0_R,38.18606,15.56042,102
100_0_R,38.18607,15.56025,101
100_0_R,38.18607,15.56018,100
100_0_R,38.18609,15.56013,99
100_0_R,38.18612,15.56007,98
100_0_R,38.18615,15.56002,97
100_0_R,38.1862,15.55997,96
100_0_R,38.18801,15.55831,95
100_0_R,38.18805,15.55828,94
100_0_R,38.1881,15.55826,93
100_0_R,38.18815,15.55827,92
100_0_R,38.18819,15.55828,91
100_0_R,38.18824,15.55831,90
100_0_R,38.18836,15.55842,89
100_0_R,38.18841,15.55845,88
100_0_R,38.18848,15.55847,87
100_0_R,38.18856,15.55844,86
100_0_R,38.18863,15.55839,85
100_0_R,38.18879,15.55808,84
100_0_R,38.18883,15.55801,83
100_0_R,38.18889,15.55795,82
